Script started on sön 21 mar 2021 17:13:37
]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback/scripts[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback/scrippts[00m$ cd ..
]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ cd ...[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ ./tracker.sh[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ [C[Coverturn.sh[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ [C[Ctr[1Packer.sh[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ cd ..[K[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ ./tracker.sh[A]0;butterfly@butterfly-nuc: ~/Desktop/butterfly/often.gustav/butterfly_feedback[01;32mbutterfly@butterfly-nuc[00m:[01;34m~/Desktop/butterfly/often.gustav/butterfly_feedback[00m$ [C[Coverturn.sh
[inf] initializing hardware..
[inf] done
[inf] t=4.08071,torque=-0.1,theta=188.471,phi=0.0211432,dtheta=0,dphi=-0.0170144,x=0.00180577,y=0.0853942
[inf] t=4.08183,torque=-0.1,theta=188.471,phi=0.0210768,dtheta=0,dphi=-0.010947,x=0.00180017,y=0.0853974
[inf] t=4.08274,torque=-0.1,theta=188.471,phi=0.0210187,dtheta=-0.0133265,dphi=-0.00959,x=0.00179522,y=0.0853983
[inf] t=4.08388,torque=-0.1,theta=188.47,phi=0.0209573,dtheta=-0.0612452,dphi=-0.0101327,x=0.00178993,y=0.0853963
[inf] t=4.08502,torque=-0.1,theta=188.47,phi=0.021008,dtheta=-0.078982,dphi=0.00845081,x=0.00179427,y=0.0853963
[inf] t=4.08609,torque=-0.1,theta=188.47,phi=0.0210493,dtheta=-0.122149,dphi=0.00667379,x=0.00179765,y=0.0853895
[inf] t=4.08719,torque=-0.1,theta=188.47,phi=0.0210825,dtheta=-0.148974,dphi=0.00548778,x=0.00180061,y=0.0853951
[inf] t=4.0883,torque=-0.0175163,theta=188.469,phi=188.492,dtheta=-0.204342,dphi=-0.000592707,x=0.00180035,y=0.0853974
[inf] t=4.08939,torque=-0.0164619,theta=188.468,phi=188.492,dtheta=-0.257008,dphi=0.0212308,x=0.00181135,y=0.0853973
[inf] t=4.0905,torque=-0.0140866,theta=188.468,phi=188.492,dtheta=-0.318783,dphi=0.00527215,x=0.00181402,y=0.0853948
[inf] t=4.09159,torque=-0.0125716,theta=188.467,phi=188.492,dtheta=-0.366416,dphi=0.00554426,x=0.00182389,y=0.0853992
[inf] t=4.09279,torque=-0.00845126,theta=188.466,phi=188.492,dtheta=-0.442617,dphi=-0.0539187,x=0.00182761,y=0.0853957
[inf] t=4.09438,torque=-0.00679462,theta=188.465,phi=188.492,dtheta=-0.498033,dphi=-0.0509357,x=0.00184201,y=0.0853897
[inf] t=4.09498,torque=-0.00376947,theta=188.464,phi=188.492,dtheta=-0.56623,dphi=-0.0807007,x=0.00186362,y=0.0853967
[inf] t=4.0961,torque=-0.00101789,theta=188.463,phi=188.492,dtheta=-0.617511,dphi=-0.121295,x=0.00187786,y=0.0853922
[inf] t=4.09744,torque=0.00186968,theta=188.462,phi=188.491,dtheta=-0.667619,dphi=-0.164962,x=0.00189836,y=0.0853969
[inf] t=4.09826,torque=0.00647736,theta=188.461,phi=188.491,dtheta=-0.737438,dphi=-0.249302,x=0.00190231,y=0.0853951
[inf] t=4.09934,torque=0.00883353,theta=188.46,phi=188.49,dtheta=-0.763729,dphi=-0.300133,x=0.00191176,y=0.0853858
[inf] t=4.10043,torque=0.0112104,theta=188.459,phi=188.49,dtheta=-0.800417,dphi=-0.339593,x=0.0019258,y=0.0853928
[inf] t=4.1015,torque=0.0149259,theta=188.458,phi=188.488,dtheta=-0.824314,dphi=-0.440448,x=0.00192667,y=0.0853814
[inf] t=4.10263,torque=0.0169452,theta=188.457,phi=188.488,dtheta=-0.854908,dphi=-0.472207,x=0.00194001,y=0.08538
[inf] t=4.10379,torque=0.0188469,theta=188.456,phi=188.487,dtheta=-0.854091,dphi=-0.535971,x=0.00195573,y=0.0853823
[inf] t=4.10488,torque=0.02,theta=188.455,phi=188.486,dtheta=-0.868662,dphi=-0.599292,x=0.0019652,y=0.0853838
[inf] t=4.1074,torque=0.02,theta=188.454,phi=188.485,dtheta=-0.863817,dphi=-0.656082,x=0.00197128,y=0.0853882
[inf] t=4.10776,torque=0.02,theta=188.453,phi=188.484,dtheta=-0.865682,dphi=-0.720546,x=0.00197984,y=0.0853802
[inf] t=4.10839,torque=0.02,theta=188.452,phi=188.483,dtheta=-0.861829,dphi=-0.725949,x=0.00199947,y=0.0853832
[inf] t=4.10934,torque=0.02,theta=188.451,phi=188.482,dtheta=-0.860904,dphi=-0.780094,x=0.00200991,y=0.0853796
[inf] t=4.11046,torque=0.02,theta=188.45,phi=188.482,dtheta=-0.84602,dphi=-0.796027,x=0.00202467,y=0.0853844
[inf] t=4.11153,torque=0.02,theta=188.45,phi=188.481,dtheta=-0.827614,dphi=-0.816912,x=0.0020444,y=0.0853866
[inf] t=4.11259,torque=0.02,theta=188.449,phi=188.48,dtheta=-0.82214,dphi=-0.819173,x=0.00206245,y=0.085385
[inf] t=4.11373,torque=0.02,theta=188.448,phi=188.479,dtheta=-0.796433,dphi=-0.845396,x=0.00207446,y=0.0853837
[inf] t=4.11529,torque=0.02,theta=188.447,phi=188.479,dtheta=-0.77614,dphi=-0.836861,x=0.00208845,y=0.0853848
[inf] t=4.11637,torque=0.02,theta=188.447,phi=188.478,dtheta=-0.758375,dphi=-0.82249,x=0.00211082,y=0.085385
[inf] t=4.11732,torque=0.02,theta=188.446,phi=188.477,dtheta=-0.731911,dphi=-0.814841,x=0.00213514,y=0.0853843
[inf] t=4.11802,torque=0.02,theta=188.446,phi=188.477,dtheta=-0.704852,dphi=-0.815846,x=0.00215833,y=0.0853787
[inf] t=4.11912,torque=0.02,theta=188.445,phi=188.476,dtheta=-0.676763,dphi=-0.791802,x=0.0021863,y=0.0853747
[inf] t=4.12025,torque=0.02,theta=188.444,phi=188.476,dtheta=-0.648622,dphi=-0.771446,x=0.00221543,y=0.0853762
[inf] t=4.12142,torque=0.02,theta=188.444,phi=188.475,dtheta=-0.621664,dphi=-0.75685,x=0.00224921,y=0.0853751
[inf] t=4.12252,torque=0.02,theta=188.443,phi=188.475,dtheta=-0.599155,dphi=-0.749145,x=0.00227385,y=0.0853805
[inf] t=4.12365,torque=0.0189253,theta=188.443,phi=188.474,dtheta=-0.567191,dphi=-0.720655,x=0.0023027,y=0.0853848
[inf] t=4.12481,torque=0.0173674,theta=188.442,phi=188.474,dtheta=-0.54626,dphi=-0.680215,x=0.00234301,y=0.0853789
[inf] t=4.1259,torque=0.0157233,theta=188.442,phi=188.474,dtheta=-0.505683,dphi=-0.661536,x=0.00237956,y=0.0853821
[inf] t=4.12703,torque=0.0141353,theta=188.441,phi=188.474,dtheta=-0.484326,dphi=-0.621504,x=0.00242254,y=0.0853757
[inf] t=4.12823,torque=0.0133585,theta=188.441,phi=188.474,dtheta=-0.447635,dphi=-0.63087,x=0.00244639,y=0.0853784
[inf] t=4.12932,torque=0.0113964,theta=188.441,phi=188.473,dtheta=-0.421234,dphi=-0.582699,x=0.00248058,y=0.08538
[inf] t=4.13042,torque=0.0102777,theta=188.441,phi=188.473,dtheta=-0.401478,dphi=-0.559177,x=0.00251279,y=0.0853746
[inf] t=4.13155,torque=0.00887289,theta=188.44,phi=188.473,dtheta=-0.385868,dphi=-0.520465,x=0.00255319,y=0.0853631
[inf] t=4.13268,torque=0.00675199,theta=188.44,phi=188.473,dtheta=-0.360033,dphi=-0.468595,x=0.00260446,y=0.0853694
[inf] t=4.13383,torque=0.00562063,theta=188.44,phi=188.473,dtheta=-0.331698,dphi=-0.456224,x=0.00265105,y=0.0853681
[inf] t=4.13496,torque=0.0034028,theta=188.44,phi=188.474,dtheta=-0.303306,dphi=-0.404714,x=0.00270331,y=0.0853668
[inf] t=4.13612,torque=0.00244174,theta=188.439,phi=188.474,dtheta=-0.277166,dphi=-0.396313,x=0.00274902,y=0.0853705
[inf] t=4.13729,torque=0.000536166,theta=188.439,phi=188.474,dtheta=-0.268755,dphi=-0.33064,x=0.0027958,y=0.0853663
[inf] t=4.13842,torque=-0.00105558,theta=188.439,phi=188.474,dtheta=-0.243163,dphi=-0.300031,x=0.00284845,y=0.0853689
[inf] t=4.13952,torque=-0.000700232,theta=188.439,phi=188.474,dtheta=-0.237633,dphi=-0.3206,x=0.00289019,y=0.0853643
[inf] t=4.14073,torque=-0.00239589,theta=188.439,phi=188.475,dtheta=-0.215862,dphi=-0.28183,x=0.00294419,y=0.0853673
[inf] t=4.14185,torque=-0.00271586,theta=188.438,phi=188.475,dtheta=-0.201038,dphi=-0.286803,x=0.00298191,y=0.085361
[inf] t=4.14311,torque=-0.00341466,theta=188.438,phi=188.475,dtheta=-0.190944,dphi=-0.27149,x=0.0030133,y=0.0853665
[inf] t=4.14408,torque=-0.00526862,theta=188.438,phi=188.475,dtheta=-0.184085,dphi=-0.209588,x=0.00306149,y=0.0853568
